SUPPLIER_NAME,SUPPLIER_TYPE,Address,COUNTRY,CITY,EMAIL_PATTERN,PHONE,WEBSITE,CONTACT PERSON,CONTACT_POSITION,SPECIALTIES,CATEGORY,PRODUCT,ORIGIN,Technical Specification,SUPPLIER_CAPACITY,CERTIFICATIONS,LOADING_PORT,DISCHARGE PORT,INCOTERMS,PAYMENT_TERMS,NOTES AFTER EXCHANGES,TARGET_PRICE_HINT,MOQ,PACKAGING,PRIORITY
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as a manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Rice,1121 White / White Sella / Golden Sella,India,1121 basmati variants.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as a manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Rice,Sharbati White / White Sella / Golden Sella / Steam,India,Sharbati variants.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as a manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Rice,Parmal PR11 / PR106 / IRR36 / IRR64,India,"Long/short grain, double polish, aromatic, colour Sortexed, free dust/stones.",,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as a manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Rice,White / Sella / Steam Parmal,India,Parmal variants.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as a manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Rice,Burma White Rice,Myanmar,Current crop; broken ≤5%; moisture ≤14%; FM ≤1%; damaged ≤1%; chalky ≤5%.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as a manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Rice,Chinese Round Rice,China,RR201/RR202; moisture ≤14.5%; broken ratios shown; PP bags.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as a manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Rice,Myanmar Emata Rice,Myanmar,Hard; long grain; organic; white; 5.5–6.2mm; broken 25%; moisture ≤15%; FM 1%; foreign kernels 5%; aromatic.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as a manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Rice,Myanmar White Rice,Myanmar,Medium grain; white; broken 5–25%; 50kg.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as a manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Rice,Myanmar Emata White Rice,Myanmar,Broken 5–25%; moisture 14%; damaged/discoloured 3%; FM 1%; length ≤5.8mm; reasonably well milled.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as a manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Rice,Myanmar Emata Rice 20% Broken,Myanmar,Broken ≤20%; moisture ≤14%; chalky ≤6%; damaged ≤2%; yellow ≤2%; red/streaked ≤1%; FM ≤1%; paddy ≤0.5%; length ≥6mm.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as a manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Rice,Vietnamese Long Grain White Rice 5% Broken,Vietnam,Moisture ≤14%; FM ≤0.1%; chalky ≤6%; damaged ≤0.5%; paddy 15/kg; yellow 0.75%; red 1%; well milled.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as a manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Rice,Vietnam Long Grain White Rice 10% Broken,Vietnam,Moisture ≤14%; FM ≤0.2%; chalky ≤7%; damaged ≤0.5%; paddy 20/kg; yellow 0.75%; red 1.5%; well milled.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as a manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Rice,Vietnamese Long Grain White Rice 15% Broken,Vietnam,Moisture ≤14%; FM ≤0.5%; chalky ≤7%; damaged ≤1.5%; paddy 25/kg; yellow 1%; red 3%; well milled.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as a manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Rice,Vietnamese Long Grain White Rice 25% Broken,Vietnam,Moisture ≤14%; FM ≤1%; chalky ≤8%; damaged ≤2.5%; paddy 30/kg; yellow 1.5%; red 5%; reasonably milled.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as a manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Rice,Vietnamese White Rice 5/10/25% Broken,Vietnam,"Detailed limits for broken, moisture, damaged, yellow, red, chalky, paddy and milling degree stated on site.",,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as a manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Rice,Vietnamese White Rice 100% Broken,Vietnam,Broken 100%; moisture ≤14.5%; FM ≤0.5%; chalky ≤8%; damaged ≤2%; immature ≤1.5%; red/streaked ≤3.5%; yellow ≤1.5%; paddy ≤30/kg; well milled/double polished.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as a manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Rice,Thailand White Rice 100% Broken A1 Super,Thailand,100% broken; whole kernels >60%; moisture ≤14%; damaged/yellow/red 0%; chalky ≤3%; paddy 5/kg; extra well milled; FM 0%.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Rice,Thailand White Rice 5% Broken,Thailand,Broken ≤7%; moisture ≤14%; damaged ≤0.25%; yellow ≤0.5%; red/undermilled ≤2%; chalky ≤6%; paddy 10/kg; well milled.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Rice,Super Kernel Basmati – Pearl / Premium / Standard,India,Broken 0–2%; silky double polished; extra well milled/cleaned/fumigated; strong aroma; 100% Sortex; 40kg bags; MOQ 25MT/20'FCL.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Rice,Pak Basmati Rice,Pakistan,Broken 0–2%; silky double polished; extra well milled/cleaned/fumigated; strong aroma; 100% Sortex; 40kg bags; MOQ 25MT/20'FCL.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Rice,Long Grain White Rice IRRI-6 5%,Pakistan,Broken 5%; silky double polished; extra well milled/cleaned/fumigated; 100% Sortex; 50kg PP; MOQ 25MT/20'FCL.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Rice,Long Grain White Rice PK-386,Pakistan,Broken 0–2%; silky double polished; extra well milled/cleaned/fumigated; 100% Sortex; 40kg cotton/jute; MOQ 25MT/20'FCL.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Rice,Long Grain Parboiled Rice IRRI-6,Pakistan,Broken 5%; silky double polished; extra well milled/cleaned/fumigated; 100% Sortex; 50kg PP; MOQ 25MT/20'FCL.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Rice,1121 Basmati Parboiled,India,Broken 0–2%; silky double polished; extra well milled/cleaned/fumigated; strong aroma; 100% Sortex; 40kg printed cotton; MOQ 25MT/20'FCL.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Rice,Super Kernel Basmati Parboiled,India,Broken 0–2%; same quality profile; 40kg printed cotton; MOQ 25MT/20'FCL.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Rice,Long Grain Parboiled Rice KS-282,India,Broken 0–2%; silky double polished; extra well milled/cleaned/fumigated; 100% Sortex; 50kg PP; MOQ 25MT/20'FCL.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Rice,Non Basmati Rice,India,White/parboiled; double/silky polished; colour Sortexed; broken ≤2%; AGL 6.8mm; 1–50kg packaging options.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Rice,Basmati Rice,India,Moisture ≤12%; broken nil; grain length 7.2mm; L/B ≥4.5; 5/10kg; 0–2% broken sorted.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Rice,Basmati Rice 1121 Grade A,India,100% pure Sortex; length 8.3mm; whiteness 39 Kett; moisture ≤12%; damaged/discoloured ≤0.5%; broken ≤0.5%; FM nil; double polished; purity 95%.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Animal Feed,Meat and Bone Meal,,Protein ≥55%; moisture ≤10%; ash ≤25%; fat ≤10%; P ≥4%; Ca ≥8%; 50kg PP.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Animal Feed,Organic Blood Meal,,Protein ≥85%; moisture ≤12%; ash 6%; 50kg PP.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Animal Feed,Corn Gluten Meal,,Corn protein meal/powder; numeric specs not stated on accessible section.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Animal Feed,Feather Meal,,Protein ≥80%; fat ≤10%; ash ≤17%; moisture 10%; 50kg PP.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Animal Feed,Broiler Starter Crumbles,,For day-old to 21 days; ad libitum; weights 50/25/10/5/2/1; 500×250.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Animal Feed,Broiler Finisher Pellets,,For days 22–32; weights 50/25/10/5/2/1; 500×250.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Animal Feed,Broiler Post Finisher Pellets,,From day 33 to sale; ~1.75kg/bird over 33–42 days; weights 50/25/10/5/2/1.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Animal Feed,Broiler Maintenance Pellets,,Lower-spec feed for older broilers; weights 50/25/10/5/2/1.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Animal Feed,Chick Starter Mash,,Listed; detailed specification not visible.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Animal Feed,Grower Mash,,Listed; detailed specification not visible.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Animal Feed,Layer 115 Mash,,Listed; detailed specification not visible.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Animal Feed,Whole Maize / Crush Maize / Mixed Fowl Feed,,Listed as maize products; detailed specs not visible.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Wheat By-products,Wheat Bran,,DM 89%; CP 15.5%; fat 3.5%; crude fibre 11%; NDF 45.4%; ADF 13.4%; Ca 0.1%; P 1.10%; TDN 62%.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Wheat By-products,Wheat Middlings,,DM 89%; CP 16.5%; fat 4.5%; crude fibre 7.5%; NDF 32%; ADF 9.9%; Ca 0.1%; P 0.80%; TDN 72.8%.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Cereals,Sorghum – White,,White sorghum; bold/medium sizes.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Cereals,Sorghum – Creamy Yellow,,Creamy yellow sorghum; bold/medium sizes.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Cereals,Sorghum – Red,,Red sorghum; mainly beer use; bold/medium sizes.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Oil,Refined Sunflower Oil,,Acid index 0.12–0.18; acidity 0.06–0.09%; soap 0–20ppm; saponification 188–192; iodine 110–143; peroxide 2–7; density 0.913–0.919; cold test 24h at 0–4°C.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as manufacturer/supplier/exporter of agricultural products; advertised categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Sugar,White Refined Cane Sugar ICUMSA 45,,Brazil origin; 50kg; polarity ≥99.80%; ash ≤0.04%; moisture ≤0.04%; ICUMSA colour 45; reducing sugar ≤0.010%; SO2 20mg/kg; microbiological limits stated; crop 2024/2025.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as manufacturer/supplier/exporter of agricultural products; advertised categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Sugar,Raw Brown Cane Sugar ICUMSA 600–1200,,Polarity 97.8–99.2%; sulphate ≤0.15%; ash ≤0.15%; moisture ≤0.15%; reducing sugar ≤0.05%; crop 2024/2025.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as manufacturer/supplier/exporter of agricultural products; advertised categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Agro by-product,Palm Kernel Shell,,Bulk; top grade; 23 tons/40HQ.,,,,,,,,,,,
